Дата,Регион,Население,Активных объявлений о продаже,"Активных объявлений, вторичка","Активных объявлений, новостройки","Средняя стоимость м², вторичка","Средняя стоимость м², новостройки","Средний срок экспозиции, вторичка"
2019-01-01,Краснодарский Край,2617631,136109.0,87126.0,9661.0,65061.02957283681,54274.016267958825,52.293166042224634
2019-01-01,Московская Область,4689685,98887.0,38280.0,29047.0,82366.4019383497,100564.50381679389,58.31619547917064
2019-01-01,Москва,11764783,64340.0,30683.0,30861.0,167774.09860191317,200763.49442379182,45.99226723429861
2019-01-01,Ростовская Область,2826435,63447.0,39422.0,13820.0,59459.45945945946,46984.6705678646,46.64477272803037
2019-01-01,Санкт-Петербург,5418837,57684.0,29191.0,26825.0,105714.28571428571,133483.90810227854,58.10250624727045
2019-01-01,Тюменская Область,813174,52262.0,39447.0,5001.0,63235.294117647056,69199.00395769955,45.63426041340354
2019-01-01,Ленинградская Область,974279,31201.0,8282.0,11767.0,67723.86023638799,83994.47513812155,54.92776950162255
2019-01-01,Свердловская Область,3507094,27312.0,15383.0,7718.0,44973.802651790764,73583.33333333333,66.53751128508054
2019-01-01,Республика Башкортостан,2419424,24522.0,14489.0,7355.0,55434.78260869565,67808.33529351873,61.204668135267625
2019-01-01,Челябинская Область,2760591,22550.0,18054.0,2734.0,34242.42424242424,45438.384756824475,48.597742279689356
2019-01-01,Калужская Область,709882,21879.0,18801.0,1481.0,55725.22287291581,60800.0,52.0293105956404
2019-01-01,Волгоградская Область,1822181,21839.0,16213.0,1438.0,43832.82627752282,,57.82904313839354
2019-01-01,Ханты-Мансийский Автономный округ - Югра,1226530,21327.0,18582.0,1704.0,73152.41508789896,,45.2042540216274
2019-01-01,Красноярский Край,1947329,20925.0,12899.0,6762.0,50973.16704459561,66000.0,57.89011883702846
2019-01-01,Самарская Область,2458198,19645.0,11763.0,5373.0,47727.27272727273,53461.572052401745,65.31786884959206
2019-01-01,Республика Татарстан,2763196,19250.0,12092.0,3482.0,49122.80701754386,54850.28310048219,44.921302878448316
2019-01-01,Нижегородская Область,2343559,19001.0,12861.0,1707.0,44736.84210526316,56600.03958044726,52.970263149301736
2019-01-01,Новосибирская Область,1912388,17919.0,10594.0,5854.0,66666.66666666667,71809.82765780418,59.8417573091698
2019-01-01,Саратовская Область,1685167,17351.0,14751.0,619.0,39062.5,39291.001661009606,56.51829251202397
2019-01-01,Кемеровская Область,2164441,16742.0,13754.0,1020.0,38693.181818181816,39910.0,63.78327306147517
2019-01-01,Владимирская Область,1055911,15957.0,8692.0,1719.0,35326.086956521736,42764.20940679151,52.35749264689864
2019-01-01,Ставропольский Край,1474670,15882.0,12331.0,1829.0,46357.31461623448,37245.29088397075,64.83987000953617
2019-01-01,Пермский Край,1876611,14876.0,10468.0,2150.0,43640.350877192985,51675.37216904738,58.761210328619114
2019-01-01,Иркутская Область,1711569,14871.0,10764.0,1661.0,41434.832317073175,56746.04456593771,52.134249913048684
2019-01-01,Тверская Область,891955,14496.0,10658.0,2050.0,46583.60940462647,45565.125,58.446724541523075
2019-01-01,Воронежская Область,1306353,14251.0,9333.0,2973.0,46131.67812015074,48928.57142857143,56.308913654030405
2019-01-01,Калининградская Область,718159,13553.0,8645.0,787.0,53333.333333333336,,47.818487691542245
2019-01-01,Республика Саха (Якутия),479515,13048.0,8803.0,1976.0,69700.4608294931,73967.49774314296,41.04967101652724
2019-01-01,Вологодская Область,789167,12913.0,9404.0,2513.0,41095.890410958906,49032.00229640593,58.197114587467865
2019-01-01,Белгородская Область,848192,12742.0,9786.0,1116.0,52469.51219512195,50656.30704583324,42.06408000824405
2019-01-01,Рязанская Область,721074,11967.0,3853.0,7253.0,43178.70826491516,43848.6239712494,57.85825089616256
2019-01-01,Омская Область,1254738,11492.0,10344.0,106.0,43790.58441558442,,60.193690809781884
2019-01-01,Чувашская Республика,732878,10886.0,9400.0,1058.0,41306.31831511597,44330.575738862404,65.5840297998424
2019-01-01,Кировская Область,803988,9587.0,7307.0,1912.0,42357.142857142855,38000.0,52.02638024442159
2019-01-01,Оренбургская Область,1226234,9558.0,5561.0,2773.0,41984.73282442748,30099.41491829295,53.63045480502608
2019-01-01,Томская Область,725813,9203.0,8670.0,,54598.308668076104,,43.34921552863836
2019-01-01,Ярославская Область,992700,9170.0,6014.0,1362.0,46257.39184562714,39931.1863394803,60.96500319329987
2019-01-01,Пензенская Область,823321,9156.0,4486.0,3983.0,45261.290322580644,54500.0,46.76185708855497
2019-01-01,Тульская Область,1108472,8759.0,5951.0,1219.0,55045.87155963303,59312.051984942314,32.91197084675107
2019-01-01,Республика Бурятия,514679,7891.0,4844.0,832.0,48057.25971370143,,52.191206323534644
2019-01-01,Брянская Область,728429,6773.0,3985.0,2182.0,35822.99227347226,35663.59063955951,99.00485880337803
2019-01-01,Костромская Область,424700,6738.0,6292.0,159.0,44655.63090014626,,51.82422635671175
2019-01-01,Удмуртская Республика,984363,6636.0,3008.0,2381.0,43550.93488072212,58219.17871161477,55.88358524917857
2019-01-01,Ульяновская Область,795029,6268.0,4122.0,1761.0,37752.81428100419,35390.57978541632,68.0493482480547
2019-01-01,Алтайский Край,1263417,6153.0,3918.0,1670.0,47974.6317512275,45007.68049155146,40.52954054211349
2019-01-01,Ивановская Область,807481,5709.0,4719.0,630.0,42000.0,34500.0,53.69856931874669
2019-01-01,Приморский Край,1316921,5421.0,3513.0,1584.0,74882.02699814203,94386.04651162791,44.641401523105955
2019-01-01,Хабаровский Край,966748,4977.0,4105.0,389.0,56673.63358504135,,55.1477876011212
2019-01-01,Орловская Область,436548,4968.0,3797.0,875.0,42645.49103223379,37850.0,41.84308160740921
2019-01-01,Курганская Область,504832,4909.0,3911.0,369.0,36741.21405750799,,64.0281055947488
2019-01-01,Астраханская Область,637803,4844.0,3213.0,870.0,37585.61643835616,65801.09489051095,55.02078446961316
2019-01-01,Архангельская Область,801550,4705.0,3011.0,1320.0,43689.320388349515,82638.6689434185,52.59564410990278
2019-01-01,Забайкальский Край,502630,4482.0,4153.0,72.0,46436.94196428571,,58.04479086267564
2019-01-01,Республика Коми,587250,4467.0,4065.0,217.0,49825.783972125435,,81.43196942662273
2019-01-01,Смоленская Область,661285,3707.0,2636.0,687.0,39950.02210859994,41446.557971014496,73.72370608724474
2019-01-01,Новгородская Область,392919,3673.0,2354.0,480.0,41051.13636363637,,90.01853372574486
2019-01-01,Курская Область,639228,3670.0,3180.0,212.0,44845.36082474227,,42.40560470381345
2019-01-01,Республика Карелия,461463,3668.0,1938.0,1385.0,44765.87301587302,,48.16564050506453
2019-01-01,Амурская Область,469391,3645.0,3473.0,,63821.00750267953,,64.01244717752787
2019-01-01,Псковская Область,417337,3602.0,1451.0,1216.0,38095.23809523809,,72.41515750578436
2019-01-01,Республика Марий Эл,337566,3554.0,1849.0,1536.0,37134.97728747566,,58.49286831372466
2019-01-01,Липецкая Область,746476,3537.0,2329.0,529.0,43159.8645517733,67077.04402515723,72.24556103591641
2019-01-01,Республика Хакасия,316440,3331.0,2420.0,727.0,37502.928391076865,65000.0,62.44075105612641
2019-01-01,Ямало-Ненецкий Автономный округ,407821,3315.0,2981.0,251.0,80792.0536635707,,69.32999524278219
2019-01-01,Тамбовская Область,557380,3240.0,2274.0,466.0,43149.242424242424,,70.64641543635881
2019-01-01,Сахалинская Область,356257,2467.0,2139.0,154.0,110714.28571428571,149555.27318932654,45.605913376249056
2019-01-01,Республика Мордовия,423162,2362.0,2113.0,146.0,42857.142857142855,44826.11503671,64.972583863365
2019-01-01,Республика Адыгея,156744,1818.0,1005.0,219.0,42325.58139534884,37452.56679437139,60.95442868461805
2019-01-01,Мурманская Область,664906,1337.0,1300.0,,42553.1914893617,,63.61840991176211
2019-01-01,Республика Северная Осетия - Алания,437686,1024.0,839.0,73.0,36800.0,,
2019-01-01,Республика Дагестан,1183905,990.0,450.0,,40000.0,,
2019-01-01,Камчатский Край,241979,972.0,952.0,,59395.24838012959,,65.22599012081128
2019-01-01,Еврейская Автономная область,84798,719.0,444.0,,40268.45637583893,,55.105881858604675
2019-01-01,Магаданская Область,101790,422.0,410.0,,51982.29509143685,,46.68887704166667
2019-01-01,Республика Алтай,62861,312.0,245.0,,44592.69662921348,,
2019-01-01,Республика Калмыкия,127616,268.0,257.0,,30539.21568627451,,25.38120680941358
2019-01-01,Кабардино-Балкарская Республика,453139,193.0,165.0,19.0,35613.63636363637,,8.046241689814815
2019-01-01,Карачаево-Черкесская Республика,184986,172.0,171.0,,44621.20202558635,,116.08910807693286
2019-01-01,Республика Тыва,148358,131.0,117.0,,58997.05014749263,,84.5255421728621
2019-01-01,Чеченская Республика,457184,31.0,29.0,,,,
2019-01-01,Республика Ингушетия,158019,5.0,3.0,,,,
2019-01-01,Республика Крым,959916,5.0,2.0,,,,
2019-01-01,Севастополь,403482,4.0,1.0,,,,
2019-01-01,Чукотский Автономный округ,22718,1.0,1.0,,106635.0710900474,,
2019-01-01,Ненецкий Автономный округ,21296,,,,,,
2019-02-01,Краснодарский Край,2617631,155395.0,98648.0,13671.0,67072.29965156794,54581.098039215685,40.07632533646167
2019-02-01,Московская Область,4689685,109734.0,40964.0,34257.0,82974.13793103448,103090.5,54.930488900327255
2019-02-01,Москва,11764783,68458.0,33225.0,31237.0,205063.2911392405,204000.0,47.7624260907
2019-02-01,Санкт-Петербург,5418837,65689.0,35189.0,28398.0,115686.27450980392,130833.33333333333,55.0873615375816
2019-02-01,Ростовская Область,2826435,65229.0,39608.0,15759.0,56716.41791044776,52025.0,53.772550490442825
2019-02-01,Тюменская Область,813174,60173.0,45342.0,5508.0,62413.790479234565,70112.33379998512,56.233121189838286
2019-02-01,Ленинградская Область,974279,30692.0,8989.0,12656.0,78091.10629067245,90530.0,57.52600946128038
2019-02-01,Свердловская Область,3507094,29122.0,15960.0,8176.0,45000.0,69247.10733316417,70.84359518658017
2019-02-01,Республика Башкортостан,2419424,25603.0,15394.0,7257.0,56003.03715870704,67700.00603209072,52.86097010362793
2019-02-01,Челябинская Область,2760591,24873.0,19926.0,2839.0,37358.35694050991,42672.34175607492,45.81700989070634
2019-02-01,Красноярский Край,1947329,24713.0,16515.0,6558.0,57142.857142857145,69460.71428571429,50.1998782372239
2019-02-01,Калужская Область,709882,24286.0,20870.0,1581.0,56000.0,62261.553476183166,58.65292412269154
2019-02-01,Волгоградская Область,1822181,24232.0,17640.0,1720.0,43269.230769230766,44496.0917854024,61.00389153996532
2019-02-01,Ханты-Мансийский Автономный округ - Югра,1226530,22652.0,19480.0,2105.0,74074.07407407407,78192.29378082989,54.97193651179831
2019-02-01,Нижегородская Область,2343559,21590.0,14839.0,1491.0,60000.0,41500.0,55.756874343157
2019-02-01,Республика Татарстан,2763196,20809.0,13401.0,3341.0,68486.21553884711,69445.73758160847,54.202128450723315
2019-02-01,Саратовская Область,1685167,20721.0,17726.0,607.0,38627.450980392154,34596.67598603184,61.313895319846466
2019-02-01,Самарская Область,2458198,19786.0,11528.0,5447.0,47297.2972972973,44452.60681042135,65.5309024093965
2019-02-01,Новосибирская Область,1912388,19751.0,11289.0,6689.0,67187.5,70249.9934912783,49.78883636045783
2019-02-01,Ставропольский Край,1474670,19585.0,15530.0,1992.0,36239.948388285986,43500.0,45.942340859109585
2019-02-01,Кемеровская Область,2164441,17366.0,14158.0,952.0,41666.666666666664,40392.0,49.41710583435988
2019-02-01,Тверская Область,891955,16924.0,13183.0,1704.0,48000.0,47311.384139954265,70.53206042166593
2019-02-01,Пермский Край,1876611,16796.0,11899.0,2323.0,45948.38036231396,51928.26071915586,53.73742391142544
2019-02-01,Белгородская Область,848192,16086.0,12822.0,779.0,55279.50310559006,49000.882612533096,33.24466632078642
2019-02-01,Воронежская Область,1306353,16075.0,10436.0,3493.0,40983.60655737705,49716.33228840125,57.438488707822
2019-02-01,Владимирская Область,1055911,15892.0,8516.0,1794.0,35000.0,40121.02717391304,62.645589408879864
2019-02-01,Вологодская Область,789167,15250.0,11040.0,3224.0,40991.80327868852,45500.0,57.85993545914106
2019-02-01,Иркутская Область,1711569,15040.0,10501.0,1659.0,37209.3023255814,67448.2249316524,48.67501856089196
2019-02-01,Республика Саха (Якутия),479515,14968.0,10369.0,1715.0,83333.33333333333,74333.33333333333,33.44416204808809
2019-02-01,Рязанская Область,721074,14431.0,4636.0,8749.0,43636.36363636363,44637.79527559055,53.67338943536805
2019-02-01,Калининградская Область,718159,13588.0,8553.0,783.0,53472.90945076695,44673.28221292152,63.51900141865763
2019-02-01,Омская Область,1254738,13493.0,11590.0,561.0,43634.99720357942,,72.98557235862215
2019-02-01,Чувашская Республика,732878,12375.0,10354.0,1389.0,39752.65017667844,39255.43386584348,61.968977852544846
2019-02-01,Томская Область,725813,10574.0,9900.0,,53947.36842105263,,46.89902295376053
2019-02-01,Оренбургская Область,1226234,10461.0,6133.0,2743.0,40652.17391304348,,57.35438532268784
2019-02-01,Ярославская Область,992700,10403.0,6766.0,1675.0,45772.89608296545,57053.08492097776,62.463126148693576
2019-02-01,Пензенская Область,823321,9785.0,5132.0,3810.0,45141.62077104642,,48.64384664494717
2019-02-01,Республика Бурятия,514679,9508.0,6266.0,745.0,50829.8755186722,,58.24371642796557
2019-02-01,Тульская Область,1108472,9135.0,6141.0,1322.0,53802.81690140845,50915.20270270271,37.26129950304479
2019-02-01,Кировская Область,803988,8747.0,7177.0,1150.0,40000.0,45000.0,53.8111840723091
2019-02-01,Удмуртская Республика,984363,7745.0,3526.0,2731.0,45454.545454545456,65034.1170649331,45.2651659648254
2019-02-01,Алтайский Край,1263417,7640.0,4497.0,2390.0,41089.10891089109,46255.3451188638,38.99934719818856
2019-02-01,Ивановская Область,807481,7081.0,5255.0,609.0,39757.412398921835,35000.0,57.93296292276455
2019-02-01,Ульяновская Область,795029,6873.0,4352.0,1995.0,37727.27272727273,37182.883265563345,52.44421350110566
2019-02-01,Брянская Область,728429,6819.0,4020.0,2071.0,36130.074068344,35424.242424242424,56.197321591114736
2019-02-01,Костромская Область,424700,6553.0,5979.0,161.0,44130.89560148383,,55.880589726311925
2019-02-01,Астраханская Область,637803,6443.0,4202.0,1056.0,39467.84922394678,58478.898954854216,73.7666204590979
2019-02-01,Курганская Область,504832,6108.0,4774.0,333.0,35855.26315789474,,54.3879097344243
2019-02-01,Приморский Край,1316921,5908.0,3713.0,1756.0,81967.2131147541,110243.68126063999,52.34987480843616
2019-02-01,Республика Коми,587250,5786.0,4438.0,1117.0,51886.79245283019,51165.87403150387,65.28983148104716
2019-02-01,Хабаровский Край,966748,5723.0,4618.0,440.0,69402.98507462686,70000.0,63.23543808390418
2019-02-01,Орловская Область,436548,5114.0,3988.0,706.0,43373.49397590361,37800.0,44.61181420913658
2019-02-01,Архангельская Область,801550,4943.0,3352.0,1122.0,43533.123028391165,77584.89740748284,65.49151374388963
2019-02-01,Забайкальский Край,502630,4771.0,4396.0,72.0,43117.74461028192,,80.87556250076844
2019-02-01,Новгородская Область,392919,4475.0,2795.0,556.0,41523.844042872675,49560.121976653376,64.43988072910169
2019-02-01,Смоленская Область,661285,4296.0,2734.0,1179.0,40000.0,39528.268551236746,65.21179455689581
2019-02-01,Республика Карелия,461463,4265.0,2224.0,1627.0,44991.45299145299,51865.09964230966,67.61749435589738
2019-02-01,Республика Марий Эл,337566,4175.0,1867.0,2150.0,35227.27272727273,39600.0,72.48312770174701
2019-02-01,Курская Область,639228,4110.0,3556.0,174.0,39130.434782608696,,56.30512902287888
2019-02-01,Псковская Область,417337,3948.0,1628.0,1221.0,37800.0,,64.83229120847736
2019-02-01,Липецкая Область,746476,3930.0,2609.0,556.0,44443.73353282607,42000.0,54.11387676163665
2019-02-01,Амурская Область,469391,3695.0,3475.0,,67857.14285714286,,48.92612496491599
2019-02-01,Ямало-Ненецкий Автономный округ,407821,3484.0,3033.0,349.0,90909.09090909091,90000.0,76.06261551202509
2019-02-01,Тамбовская Область,557380,3464.0,2412.0,466.0,41176.470588235294,,101.19418476691746
2019-02-01,Республика Хакасия,316440,3018.0,2028.0,704.0,41983.81667380013,,44.519467308547895
2019-02-01,Республика Мордовия,423162,2843.0,2286.0,408.0,39393.93939393939,50325.075320586824,72.99529439397764
2019-02-01,Сахалинская Область,356257,2432.0,2021.0,219.0,106666.66666666667,,60.19496756502791
2019-02-01,Республика Адыгея,156744,1917.0,1094.0,223.0,42527.90409260025,41992.60156039817,27.43112934441183
2019-02-01,Мурманская Область,664906,1543.0,1489.0,,49983.333333333336,,60.44714251631404
2019-02-01,Республика Северная Осетия - Алания,437686,1199.0,791.0,280.0,37500.0,,137.33062431555942
2019-02-01,Камчатский Край,241979,1133.0,1092.0,,62876.71232876712,,59.17297394808044
2019-02-01,Республика Дагестан,1183905,1010.0,441.0,,50485.436893203885,,21.024979282407408
2019-02-01,Еврейская Автономная область,84798,646.0,430.0,,39635.15754560531,,79.54778206271142
2019-02-01,Магаданская Область,101790,442.0,428.0,,50522.648083623695,,94.81753095601854
2019-02-01,Республика Алтай,62861,369.0,281.0,,44722.35713129351,,49.477034670138885
2019-02-01,Республика Калмыкия,127616,334.0,318.0,,33333.333333333336,,25.119551265432097
2019-02-01,Кабардино-Балкарская Республика,453139,252.0,216.0,19.0,37987.18648384383,,14.470261111111112
2019-02-01,Карачаево-Черкесская Республика,184986,157.0,153.0,,41120.38140643623,,122.69478625
2019-02-01,Республика Тыва,148358,137.0,114.0,,61213.211187920344,,56.06236898973958
2019-02-01,Чеченская Республика,457184,32.0,29.0,,95414.84716157205,,
2019-02-01,Республика Ингушетия,158019,7.0,3.0,,,,
2019-02-01,Республика Крым,959916,5.0,2.0,,,,
2019-02-01,Севастополь,403482,4.0,1.0,,,,
2019-02-01,Чукотский Автономный округ,22718,3.0,3.0,,110438.17904283022,,9.73182542824074
2019-02-01,Ненецкий Автономный округ,21296,,,,75445.81618655693,,
2019-03-01,Краснодарский Край,2617631,172751.0,109715.0,15469.0,71049.92046659597,51620.211505380714,51.12044808745293
2019-03-01,Московская Область,4689685,114715.0,42852.0,34000.0,84984.99067285392,102900.0,61.88237319319422
2019-03-01,Ростовская Область,2826435,82285.0,48621.0,13982.0,44945.17543859649,49122.43965582099,66.53194115450333
2019-03-01,Санкт-Петербург,5418837,72248.0,37091.0,32808.0,112000.0,133494.1037735849,59.7293926199092
2019-03-01,Москва,11764783,69628.0,35421.0,29804.0,184761.8019573978,202812.5,55.48163425538274
2019-03-01,Тюменская Область,813174,62758.0,46344.0,6068.0,63191.44893111639,64200.217627856364,70.01646876777193
2019-03-01,Ленинградская Область,974279,32317.0,9601.0,11794.0,70299.9702999703,90000.0,67.46661369056334
2019-03-01,Свердловская Область,3507094,30908.0,16087.0,8720.0,45109.99521759924,72891.17647058824,66.99877049688325
2019-03-01,Республика Башкортостан,2419424,28408.0,16175.0,8359.0,45360.82474226804,57901.21838706176,55.043265111414286
2019-03-01,Челябинская Область,2760591,27947.0,21078.0,4193.0,34310.34482758621,38718.453503630284,59.35560139772933
2019-03-01,Красноярский Край,1947329,25464.0,17862.0,5658.0,53658.53658536585,70085.71428571429,53.25997375597922
2019-03-01,Волгоградская Область,1822181,25091.0,18762.0,1080.0,45161.290322580644,44118.07415903959,65.87625234636563
2019-03-01,Ханты-Мансийский Автономный округ - Югра,1226530,23841.0,20317.0,2174.0,74753.17348377997,84275.48933771276,53.96639145741676
2019-03-01,Калужская Область,709882,23578.0,20349.0,1166.0,55081.96721311475,57000.0,65.1252755534493
2019-03-01,Кемеровская Область,2164441,23518.0,19566.0,992.0,45833.333333333336,40812.5,57.93445602138789
2019-03-01,Саратовская Область,1685167,23344.0,19043.0,1020.0,38461.53846153846,33007.40631384073,55.51932997854053
2019-03-01,Самарская Область,2458198,23239.0,13757.0,6010.0,48129.16166678431,50341.3235421172,59.04208086263736
2019-03-01,Нижегородская Область,2343559,23037.0,15317.0,1595.0,55944.055944055945,61614.51747088187,56.22979035542452
2019-03-01,Республика Татарстан,2763196,21716.0,14118.0,3084.0,63923.61111111111,69820.94107207158,55.35226006611288
2019-03-01,Новосибирская Область,1912388,20784.0,12058.0,6703.0,65108.5141903172,71720.43010752689,59.16383638088554
2019-03-01,Республика Саха (Якутия),479515,19869.0,14494.0,688.0,75000.0,80750.0,41.0243034700236
2019-03-01,Ставропольский Край,1474670,19833.0,15503.0,1765.0,40909.09090909091,39091.50679660967,54.43097455389515
2019-03-01,Белгородская Область,848192,17701.0,13770.0,798.0,51463.41463414634,,56.0605454723586
2019-03-01,Воронежская Область,1306353,17529.0,11090.0,4071.0,45238.09523809524,46627.34575096837,55.23550334240961
2019-03-01,Пермский Край,1876611,17461.0,12532.0,2281.0,44186.04651162791,55000.0,51.83488091009363
2019-03-01,Тверская Область,891955,17377.0,13150.0,2009.0,46074.37070938215,45523.11154213452,75.94045855595786
2019-03-01,Вологодская Область,789167,16081.0,11323.0,3456.0,42065.009560229446,46000.0,61.49870543285255
2019-03-01,Иркутская Область,1711569,15932.0,10934.0,1659.0,43230.0163132137,49750.0,55.39989130532351
2019-03-01,Калининградская Область,718159,15350.0,9589.0,1270.0,54862.686149635,53587.72066873321,50.435800909976095
2019-03-01,Омская Область,1254738,15213.0,12645.0,525.0,42631.57894736842,,65.57276623764206
2019-03-01,Владимирская Область,1055911,15159.0,8690.0,1718.0,38294.863399905415,47000.0,63.01478043519626
2019-03-01,Рязанская Область,721074,14973.0,5141.0,8553.0,42391.30434782609,44470.00113584734,60.11749382526518
2019-03-01,Ярославская Область,992700,12872.0,6833.0,1941.0,45454.545454545456,69100.0,69.96770365563559
2019-03-01,Чувашская Республика,732878,12804.0,10566.0,1420.0,41754.38596491228,37500.0,72.05606227866346
2019-03-01,Томская Область,725813,11212.0,10424.0,,53982.142857142855,,49.14356729091564
2019-03-01,Оренбургская Область,1226234,11054.0,5963.0,3677.0,40745.7761607091,39338.211416569924,51.12583079237501
2019-03-01,Кировская Область,803988,10035.0,6604.0,2634.0,40957.446808510635,45349.37488224808,51.40010277298683
2019-03-01,Пензенская Область,823321,9789.0,5312.0,3468.0,46176.470588235294,54000.70220774114,51.639478005648776
2019-03-01,Тульская Область,1108472,9775.0,6236.0,1507.0,53014.456469068,55472.07862032595,52.4632895799081
2019-03-01,Республика Бурятия,514679,9599.0,6291.0,737.0,50359.188056038445,,61.90293883564587
2019-03-01,Алтайский Край,1263417,8005.0,5028.0,2014.0,42260.79805491991,40000.0,40.338754074325266
2019-03-01,Удмуртская Республика,984363,7857.0,3796.0,2370.0,45111.17778444511,67811.89896724913,55.571671814852245
2019-03-01,Ульяновская Область,795029,7674.0,4692.0,2240.0,37137.54646840149,37700.0,57.28568243336595
2019-03-01,Костромская Область,424700,7547.0,6533.0,168.0,44000.0,47500.0,57.535537795851155
2019-03-01,Ивановская Область,807481,7496.0,5644.0,571.0,39484.71926083867,34500.0,53.76402997008718
2019-03-01,Брянская Область,728429,7281.0,4090.0,2338.0,36807.817589576545,44745.719063786135,66.54727042572604
2019-03-01,Хабаровский Край,966748,6798.0,5430.0,578.0,51601.90615835777,76337.04617610603,64.6650155013851
2019-03-01,Приморский Край,1316921,6570.0,3756.0,2192.0,87301.58730158731,83980.36273762069,58.66994667167169
2019-03-01,Республика Коми,587250,6216.0,4645.0,1251.0,51015.7216039569,47964.11464259787,69.99755945019136
2019-03-01,Архангельская Область,801550,6057.0,3481.0,1799.0,46000.0,78063.89446794552,55.64311336575683
2019-03-01,Астраханская Область,637803,5646.0,3725.0,914.0,40778.5336356765,,47.77097520569444
2019-03-01,Орловская Область,436548,5630.0,4098.0,1041.0,42583.613754722544,39100.0,51.385591594813036
2019-03-01,Курганская Область,504832,5423.0,4297.0,318.0,35000.0,56049.92654663344,73.33199889696154
2019-03-01,Забайкальский Край,502630,5167.0,4350.0,403.0,46712.80276816609,64662.57416825599,81.14419963268051
2019-03-01,Смоленская Область,661285,4775.0,2816.0,1432.0,39062.5,43153.296738538644,65.92727254104703
2019-03-01,Новгородская Область,392919,4741.0,3055.0,442.0,40780.618139803584,44263.84996766545,44.51718660929024
2019-03-01,Республика Карелия,461463,4719.0,2527.0,1598.0,43029.259896729774,,59.73309417931466
2019-03-01,Республика Марий Эл,337566,4596.0,2031.0,2314.0,34688.69047619047,42503.999672560574,60.663227863792116
2019-03-01,Курская Область,639228,4430.0,3640.0,329.0,43011.62790697675,30537.80332577866,45.55629541052179
2019-03-01,Липецкая Область,746476,4179.0,2784.0,548.0,44141.252006420546,65000.0,56.943681607532916
2019-03-01,Псковская Область,417337,4052.0,1654.0,1214.0,37755.102040816324,88479.01569298282,69.27856244495
2019-03-01,Амурская Область,469391,4022.0,3577.0,154.0,65737.87409700721,60500.0,54.21899245718547
2019-03-01,Ямало-Ненецкий Автономный округ,407821,4010.0,3519.0,349.0,82918.41693435467,,64.66181989562817
2019-03-01,Республика Хакасия,316440,3374.0,2344.0,692.0,37939.393939393936,,65.04380846353844
2019-03-01,Тамбовская Область,557380,3136.0,1969.0,485.0,39988.73873873874,73947.36842105263,67.42560119240741
2019-03-01,Республика Мордовия,423162,2714.0,2280.0,249.0,42553.1914893617,44401.774281061196,72.7641900924699
2019-03-01,Сахалинская Область,356257,2403.0,1936.0,271.0,107226.0569456428,,48.980543456328014
2019-03-01,Республика Адыгея,156744,2064.0,1229.0,216.0,39594.130089899525,,52.35271166005292
2019-03-01,Республика Северная Осетия - Алания,437686,2007.0,920.0,280.0,40777.77777777778,,137.17755822042824
2019-03-01,Мурманская Область,664906,1736.0,1660.0,,46396.1038961039,,51.61445562632211
2019-03-01,Камчатский Край,241979,1172.0,1076.0,,61777.77777777778,,66.96168733968537
2019-03-01,Республика Дагестан,1183905,1090.0,476.0,,42686.4406779661,,110.45143048038581
2019-03-01,Еврейская Автономная область,84798,789.0,474.0,,36480.68669527897,,44.600347343293656
2019-03-01,Магаданская Область,101790,464.0,446.0,,49425.28735632184,,60.03057064739814
2019-03-01,Республика Калмыкия,127616,396.0,373.0,,32322.30392156863,,68.74003729898148
2019-03-01,Республика Алтай,62861,382.0,254.0,,46153.846153846156,,99.27717541666668
2019-03-01,Кабардино-Балкарская Республика,453139,214.0,195.0,,43418.01385681293,,17.322399502314813
2019-03-01,Карачаево-Черкесская Республика,184986,129.0,117.0,,45454.545454545456,,62.238804298418984
2019-03-01,Республика Тыва,148358,129.0,99.0,,63235.09485094851,,150.04620697693287
2019-03-01,Чеченская Республика,457184,28.0,24.0,,45892.857142857145,,
2019-03-01,Республика Ингушетия,158019,8.0,3.0,,,,
2019-03-01,Чукотский Автономный округ,22718,1.0,1.0,,,,52.58611016203702
2019-03-01,Ненецкий Автономный округ,21296,,,,67317.0731707317,,
2019-03-01,Республика Крым,959916,,,,,,
2019-03-01,Севастополь,403482,,,,,,
2019-04-01,Краснодарский Край,2617631,181437.0,113330.0,15593.0,71641.79104477612,47831.69533169533,53.840063539509906
2019-04-01,Московская Область,4689685,117846.0,42917.0,33325.0,87475.0,98696.52597918133,50.30123634644852
2019-04-01,Ростовская Область,2826435,99386.0,54612.0,14490.0,55060.03430531733,52559.13978494624,65.4205067183699
2019-04-01,Москва,11764783,82260.0,38125.0,35450.0,186842.1052631579,196154.54545454544,44.6872382601389
2019-04-01,Санкт-Петербург,5418837,80387.0,38879.0,33585.0,114864.86486486487,131125.111629808,47.46573626924218
2019-04-01,Тюменская Область,813174,67285.0,48326.0,6289.0,62893.909301555774,56899.67346356595,57.79096199006722
2019-04-01,Ленинградская Область,974279,36328.0,10059.0,11496.0,82226.34712930971,90995.57555956132,59.32653067723126
2019-04-01,Свердловская Область,3507094,32180.0,16964.0,8113.0,55292.121755955304,69914.01549053355,56.363243017161714
2019-04-01,Республика Башкортостан,2419424,29039.0,16271.0,8107.0,48798.7987987988,76000.0,47.31450618276171
